contextID,citationID,CLEAN_CITATION_CONTEXT,UTILIZE_LABELS,USAGE_LABELS
202603387,240536724,"ing the most appropriate detector to the properties of the region. in order to identify the property of each image region we adopt the algorithm for noise and blurring estimation, which is defined in . fig. 7. image lena containing the properties of blurring, noise, and detail levels figure 8 shows the application of our filter using the parameters fixed for the whole image. in the first case, all",UTILIZE,USE
25339059,26138831,"inatorial, unweighted problem. most of the fundamental algorithms in combinatorial optimization either use the method or can be understood in terms of it, including dijkstra s shortest path algorithm , ford and fulkerson s network flow algorithm ff56 , edmonds non-bipartite matching algorithm edm65 and, of course, kuhn s assignment algorithm. the primal-dual method as described above has been",NOTUTILIZE,MENTION
202961269,241053767,"hen pairwise subtracted (1). the resulting series of 45 perfusion difference images were corrected for motion and physiological fluctuation by using an algorithm based on principal component analysis , followed by averaging across the image series to produce a single set of perfusion-sensitive images. absolute cbf was quantified from the mean difference perfusion images by using a modification of",UTILIZE,USE
30513995,31228119,"model is the value of t; the number of latent topics in the model. while there has been some work published on algorithms which attempt to estimate this value automatically using dirichlet processes , it is generally acceptable to use empirical methods to determine the optimal value to use. in our analysis we run our tag suggestion algorithm and compare the precision and success values for each m",NOTUTILIZE,MENTION
201945984,239592984,"to adaptation, and maximize the effective use of the appliances. in this work, we propose one such interface. using a microsoft kinect depth sensor and an algorithm based on random regression forests we provide a new approach for controlling power wheelchairs using head poses. we also provide a method of adaptation to the progress of the disabling condition. a k-means clustering algorithm detects",UTILIZE,USE
617947,659684,"eature extraction and image representation have been developed, as evidenced by several recent prototypes such as the photobook system at mit 19 and by commercial systems, such as ibm s qbic syste . a variety of algorithms can be employed to extract low-level features in image retrieval systems. for instance, qbic calculates the texture features of an image according to its coarseness, contrast",NOTUTILIZE,MENTION
24562252,25426596,"egments. providing path planning for this sort of map representation is common in robotics 31 and video games 32 . the a algorithm is often used in circumstances where the map is known and static . our tracking framework, merge, uses a 2d probability map that can also serve the purpose of providing an accurate map that can aid in the determination of a safe pedestrian path. the probability map",NOTUTILIZE,MENTION
20041927,21262475,"on trace, the assumption (i 6) is violated. slam would proceed by calculating a new abstraction m (m,d (i 6) ). 3.7.2 satisfiability of first-order formulas the verifun tool presented in incrementally translates a first-order formula to a propositional formula. numerous algorithms (e.g., mmz 01, mss99, zha97 ) that target boolean satisfiability (sat), the problem of determining a",NOTUTILIZE,MENTION
11672896,12483883,"be acquired such that the model can be improved the most. a wide variety of uncertainty measures have been proposed in the literature such as voting-based measure in the query by committee algorithm , probability of binary class membership 20 , and local class-probability-estimation error 29 . the second class of active learning methods directly optimizes the expected error on future test examp",NOTUTILIZE,MENTION
67649492,66282516,"lights 5 . researchers have developed a variety of complete algorithms to find cost-minimal solutions for dcop problems, including adopt 11 , optapo 8 , dpop 12 , ncbb 2 , afb 3 and bnb-adopt . most of these algorithms make extreme assumptions about the amount of memory that each agent has available. dcop search algorithms (like adopt) require only a polynomial amount of memory per agent.",NOTUTILIZE,MENTION
22772823,23784188,"unishment occurs. algorithm details the norman et al. (2006b) learning algorithm adjusts connection strengths using the contrastive hebbian learning (chl) equation (ackley, hinton, sejnowski, 1985; ; hinton, 1989; movellan, 1990). chl involves contrasting a more desirable state of network activity (sometimes called the plus state) with a less desirable state of network activity (sometimes called",NOTUTILIZE,MENTION
30039929,30746854,"alloy. all of this makes the transformation from uml to alloy challenging. figure 1 depicts an outline of our approach. using the extended backus-naur form (ebnf) representation of the alloy grammar , we shall first generate a meta object facility (mof) compliant 24 metamodel for alloy. we then select a subset of the class diagrams 26 and ocl 25 metamodels. to conduct the model transformati",NOTUTILIZE,MENTION
